feedback_id,enrollment_id,feedback_score,comment,submitted_date
1269,82967231,3,Career-focused learning,13/06/2023
1270,14342231,8,Strong industry connections,07/06/2023
1271,59941110,10,,20/06/2023
1272,95059288,4,Well-structured modules,26/06/2023
1273,65133675,7,Career-focused learning,25/05/2023
1274,99708883,7,,09/06/2023
1275,30767272,3,Diverse assessment methods,04/07/2023
1276,43979214,4,Strong industry connections,18/04/2023
1277,88331551,10,Collaborative projects,10/08/2023
1278,86117724,10,,09/06/2023
1279,62095470,7,Well-structured modules,07/05/2023
1280,30222057,6,Excellent resources,22/05/2023
1281,67502903,9,Well-structured modules,18/06/2023
1282,42208397,6,Engaging lectures,22/06/2023
1283,54848040,4,Collaborative projects,15/06/2023
1284,85055379,4,Collaborative projects,02/08/2023
1285,66071258,7,Comprehensive syllabus,03/07/2023
1286,30650586,1,Stimulating discussions,10/07/2023
1287,92350053,8,Timely feedback provided,04/08/2023
1288,22915487,1,Comprehensive syllabus,25/06/2023
1289,25143306,3,Encourages critical thinking,21/07/2023
1290,37986901,6,Career-focused learning,25/05/2023
1291,13509347,2,Promotes independent learning.,12/07/2023
1292,38524216,2,Clear learning objectives,02/06/2023
1293,54767096,3,Good practical application,05/05/2023
1294,80633455,7,Comprehensive syllabus,20/05/2023
1295,41062275,2,Encourages critical thinking,18/06/2023
1296,61890600,8,,20/04/2023
1297,96033105,6,,28/05/2023
1298,59704325,4,Diverse assessment methods,13/08/2023
1299,45420977,2,Interesting case studies,06/06/2023
1300,48617759,7,Strong industry connections,08/08/2023
1301,24411672,10,Collaborative projects,12/05/2023
1302,76808509,5,Comprehensive syllabus,08/06/2023
1303,78163654,9,Good practical application,26/06/2023
1304,16295706,8,Supportive instructors,25/04/2023
1305,99776644,1,Relevant coursework,11/05/2023
1306,32022921,9,,21/07/2023
1307,19419121,2,,16/06/2023
1308,93554718,1,,12/08/2023
1309,33780504,4,Supportive instructors,31/07/2023
1310,99925139,5,,31/07/2023
1311,12673578,7,Encourages critical thinking,08/06/2023
1312,91506555,4,,23/06/2023
1313,73402992,6,Relevant coursework,17/07/2023
1314,59846605,2,Engaging lectures,12/07/2023
1315,86864039,8,,28/05/2023
1316,20363035,5,,23/05/2023
1317,32546456,1,Engaging lectures,22/07/2023
1318,11590254,2,,30/06/2023
1319,60054544,9,,10/05/2023
1320,87003227,9,Clear learning objectives,03/06/2023
1321,27274029,4,,09/08/2023
1322,44317451,1,Comprehensive syllabus,01/08/2023
1323,68969226,4,Timely feedback provided,14/08/2023
1324,67822990,2,,22/04/2023
1325,28374405,1,Opportunities for research,04/08/2023
1326,61920258,1,Excellent resources,08/05/2023
1327,68719457,5,Career-focused learning,26/07/2023
1328,61225021,5,Promotes independent learning.,09/05/2023
1329,97988197,4,Comprehensive syllabus,26/07/2023
1330,18198715,2,Challenging assignments,11/05/2023
1331,86386903,10,Encourages critical thinking,03/08/2023
1332,62509438,8,Timely feedback provided,21/05/2023
1333,76803038,1,Timely feedback provided,10/05/2023
1334,24371178,3,Career-focused learning,06/08/2023
1335,73969391,1,Relevant coursework,14/05/2023
1336,53055826,1,Timely feedback provided,11/08/2023
1337,67336445,3,Up-to-date content,08/08/2023
1338,65695431,6,Diverse assessment methods,13/06/2023
1339,41383992,2,Promotes independent learning.,29/05/2023
1340,86187318,9,Timely feedback provided,08/07/2023
1341,23812394,4,,18/06/2023
1342,86268603,4,Challenging assignments,28/05/2023
1343,44272531,9,Excellent resources,03/08/2023
1344,91733780,2,Relevant coursework,29/05/2023
1345,94853789,6,Excellent resources,24/06/2023
1346,97698716,4,Excellent resources,20/05/2023
1347,78778228,1,Timely feedback provided,08/07/2023
1348,48461609,9,Up-to-date content,21/04/2023
1349,11756761,2,Collaborative projects,09/08/2023
1350,73965278,3,,09/08/2023
1351,33783721,6,Diverse assessment methods,06/06/2023
1352,21544580,9,Promotes independent learning.,11/07/2023
1353,25179276,4,,15/08/2023
1354,76028302,4,,03/07/2023
1355,28621027,10,Excellent resources,19/04/2023
1356,63786003,5,Clear learning objectives,17/06/2023
1357,80415224,6,Collaborative projects,18/04/2023
1358,80667573,6,Timely feedback provided,30/07/2023
1359,27203111,7,,28/04/2023
1360,20852320,10,Strong industry connections,25/05/2023
1361,34428013,5,Opportunities for research,06/07/2023
1362,35394826,6,Timely feedback provided,12/07/2023
1363,24117149,3,Clear learning objectives,26/06/2023
1364,65442122,1,,08/07/2023
1365,33510969,10,,23/04/2023
1366,13980655,3,Challenging assignments,29/06/2023
1367,28696749,10,Stimulating discussions,26/04/2023
1368,22575399,10,Excellent resources,16/05/2023
1369,20332153,4,Good practical application,06/06/2023
1370,48410818,3,Good practical application,22/05/2023
1371,23310624,5,Career-focused learning,30/07/2023
1372,57356709,6,Strong industry connections,25/07/2023
1373,99470320,4,,21/07/2023
1374,12524037,7,Promotes independent learning.,09/07/2023
1375,77573283,8,Promotes independent learning.,10/07/2023
1376,11283284,4,Clear learning objectives,23/05/2023
1377,18416131,6,Up-to-date content,24/05/2023
1378,37486905,4,Supportive instructors,16/07/2023
1379,25087012,10,Engaging lectures,05/05/2023
1380,99163208,8,Opportunities for research,17/07/2023
1381,46547320,2,Supportive instructors,31/07/2023
1382,72283122,9,Collaborative projects,13/05/2023
1383,41117398,4,,13/05/2023
1384,26910377,8,Relevant coursework,03/06/2023
1385,28387263,3,Timely feedback provided,28/04/2023
1386,41496164,1,Comprehensive syllabus,18/05/2023
1387,78703883,3,,29/07/2023
1388,65713162,8,,11/08/2023
1389,17092463,1,,03/08/2023
1390,77132012,7,Well-structured modules,27/05/2023
1391,27965035,3,Opportunities for research,18/05/2023
1392,52713221,2,Stimulating discussions,27/04/2023
1393,94879929,4,Diverse assessment methods,11/08/2023
1394,97934003,3,Encourages critical thinking,14/05/2023
1395,36926565,9,Up-to-date content,08/08/2023
1396,72099767,5,Engaging lectures,31/05/2023
1397,85650174,6,Stimulating discussions,22/04/2023
1398,39764295,10,Collaborative projects,12/05/2023
1399,30559560,7,,12/06/2023
1400,76268481,6,Clear learning objectives,21/05/2023
1401,97321438,6,Clear learning objectives,14/06/2023
1402,76291225,10,Challenging assignments,09/05/2023
1403,74527301,5,Excellent resources,21/07/2023
1404,67065543,2,,13/05/2023
1405,25015190,5,Career-focused learning,15/08/2023
1406,82834391,4,Promotes independent learning.,25/07/2023
1407,61399705,4,,30/05/2023
1408,93306538,2,Clear learning objectives,24/04/2023
1409,53297066,3,Interesting case studies,13/08/2023
1410,47926072,1,Career-focused learning,06/06/2023
1411,21391514,7,Career-focused learning,29/04/2023
1412,45427130,5,Up-to-date content,13/06/2023
1413,49775642,5,,05/05/2023
1414,46825907,8,Strong industry connections,08/06/2023
1415,44153749,2,Interesting case studies,20/06/2023
1416,46253293,1,,08/07/2023
1417,36436642,3,Relevant coursework,15/08/2023
1418,93079803,4,Relevant coursework,26/06/2023
1419,98222206,6,Stimulating discussions,14/08/2023
1420,51733513,1,Opportunities for research,18/04/2023
1421,80279475,2,Encourages critical thinking,27/05/2023
1422,84398974,8,Relevant coursework,31/07/2023
1423,76714348,9,Interesting case studies,30/05/2023
1424,25566939,10,Good practical application,23/05/2023
1425,84517109,5,Diverse assessment methods,07/05/2023
1426,83099992,9,,17/05/2023
1427,26879096,2,Engaging lectures,05/08/2023
1428,23968825,1,Promotes independent learning.,19/04/2023
1429,42070560,2,Good practical application,23/06/2023
1430,87643172,6,Supportive instructors,04/08/2023
1431,76609389,5,Collaborative projects,14/08/2023
1432,59118674,9,,07/08/2023
1433,57490560,9,,15/06/2023
1434,83121744,3,,11/08/2023
1435,74364762,8,Strong industry connections,02/07/2023
1436,57630172,10,Up-to-date content,01/07/2023
1437,49350829,10,Timely feedback provided,14/08/2023
1438,48991484,8,Clear learning objectives,26/05/2023
1439,38276036,4,Stimulating discussions,12/07/2023
1440,47390376,3,Opportunities for research,22/05/2023
1441,39636799,9,Engaging lectures,16/07/2023
1442,31194351,3,Stimulating discussions,05/07/2023
1443,43272149,9,,24/07/2023
1444,68991556,1,Challenging assignments,28/05/2023
1445,28482731,2,Collaborative projects,12/05/2023
1446,57394902,6,Opportunities for research,01/06/2023
1447,84578470,3,Up-to-date content,29/05/2023
1448,70632337,4,Promotes independent learning.,25/05/2023
1449,87731066,4,,05/08/2023
1450,80888371,6,Stimulating discussions,14/06/2023
1451,46999594,10,Relevant coursework,26/07/2023
1452,37863844,10,,20/05/2023
1453,89582276,8,,29/07/2023
1454,91169941,3,Up-to-date content,14/05/2023
1455,35693038,7,Engaging lectures,28/06/2023
1456,14582335,3,,20/06/2023
1457,28499903,4,Supportive instructors,25/06/2023
1458,43527348,5,Encourages critical thinking,26/05/2023
1459,92148648,7,,24/06/2023
1460,16448285,6,Engaging lectures,17/08/2023
1461,55815727,2,Clear learning objectives,18/05/2023
1462,16712393,1,Promotes independent learning.,04/05/2023
1463,85034101,3,Promotes independent learning.,06/07/2023
1464,78464500,8,Excellent resources,29/04/2023
1465,13097163,8,Up-to-date content,30/06/2023
1466,77618251,1,Supportive instructors,28/05/2023
1467,98628051,7,Timely feedback provided,25/04/2023
1468,46618679,5,Diverse assessment methods,27/07/2023
1469,84193348,1,,14/08/2023
1470,68463408,10,Comprehensive syllabus,31/05/2023
1471,33205460,7,Comprehensive syllabus,11/07/2023
1472,57345873,6,Stimulating discussions,12/08/2023
1473,90378793,4,Excellent resources,17/08/2023
1474,93547971,1,Timely feedback provided,26/07/2023
1475,77140877,4,Career-focused learning,24/04/2023
1476,51952753,9,Promotes independent learning.,27/07/2023
1477,87371219,6,Career-focused learning,12/05/2023
1478,92169819,9,Good practical application,05/07/2023
1479,55835915,2,Timely feedback provided,18/07/2023
1480,62616010,10,Opportunities for research,05/08/2023
1481,11555687,1,Well-structured modules,11/08/2023
1482,58220532,9,Well-structured modules,28/05/2023
1483,29522261,2,Opportunities for research,10/06/2023
1484,82336477,2,Supportive instructors,25/06/2023
1485,59435726,1,Interesting case studies,28/05/2023
1486,70008126,8,Good practical application,25/05/2023
1487,20133233,6,Diverse assessment methods,28/04/2023
1488,89288764,6,Excellent resources,07/08/2023
1489,22671888,5,Well-structured modules,08/06/2023
1490,29760316,1,Engaging lectures,26/05/2023
1491,98547473,9,Diverse assessment methods,09/06/2023
1492,89976353,3,,29/04/2023
1493,51411861,8,Well-structured modules,20/04/2023
1494,72006879,9,Opportunities for research,12/08/2023
1495,92562615,6,Strong industry connections,09/08/2023
1496,43909650,1,Good practical application,30/04/2023
1497,82793885,3,Comprehensive syllabus,18/07/2023
1498,82760333,3,,28/05/2023
1499,88388751,2,Comprehensive syllabus,21/05/2023
1500,28493862,9,Supportive instructors,07/05/2023
1501,63696511,1,Career-focused learning,20/07/2023
1502,17662762,10,Well-structured modules,27/05/2023
1503,38956569,10,,11/07/2023
1504,80065857,9,,21/06/2023
1505,28390204,3,Encourages critical thinking,19/05/2023
1506,83802305,2,Encourages critical thinking,08/05/2023
1507,28327741,8,Diverse assessment methods,29/06/2023
1508,21438520,5,Promotes independent learning.,06/05/2023
1509,86097674,6,Collaborative projects,19/06/2023
1510,98947224,4,Up-to-date content,02/05/2023
1511,58512409,2,Promotes independent learning.,01/06/2023
1512,93650449,6,Stimulating discussions,04/07/2023
1513,37245072,2,Stimulating discussions,18/04/2023
1514,82970296,9,Engaging lectures,22/06/2023
1515,65576182,2,Opportunities for research,22/07/2023
1516,82501553,6,Good practical application,16/08/2023
1517,85828847,8,,25/07/2023
1518,96003322,10,Good practical application,26/05/2023
1519,23244347,9,Diverse assessment methods,31/05/2023
1520,92924897,9,,14/07/2023
1521,65252819,5,Challenging assignments,16/08/2023
1522,97965570,5,Relevant coursework,12/06/2023
1523,13753081,6,,02/07/2023
1524,32229421,9,Collaborative projects,17/06/2023
1525,64256202,2,Well-structured modules,07/07/2023
1526,11451644,10,Encourages critical thinking,25/06/2023
1527,68238838,6,Engaging lectures,02/07/2023
1528,87044199,9,Career-focused learning,01/06/2023
1529,70607363,8,Timely feedback provided,18/07/2023
1530,21152491,5,Challenging assignments,08/07/2023
1531,18838444,4,Excellent resources,03/05/2023
1532,98260925,8,,25/04/2023
1533,32040366,7,Engaging lectures,04/07/2023
1534,90421723,8,Timely feedback provided,29/07/2023
1535,20874656,8,Opportunities for research,08/07/2023
1536,82813015,8,,12/05/2023
1537,67815396,8,Challenging assignments,28/04/2023
1538,77020316,9,Encourages critical thinking,12/05/2023
1539,69375699,8,Excellent resources,08/08/2023
1540,97905086,2,,19/05/2023
1541,23948463,3,,08/08/2023
1542,11287768,5,Encourages critical thinking,17/06/2023
1543,63451047,1,Diverse assessment methods,11/05/2023
1544,36039156,1,,16/08/2023
1545,25247257,7,Excellent resources,18/04/2023
1546,92535782,2,Promotes independent learning.,22/07/2023
1547,36163113,5,Timely feedback provided,27/05/2023
1548,89566760,3,Up-to-date content,26/07/2023
1549,81576484,8,Opportunities for research,19/05/2023
1550,24495336,6,,14/06/2023
1551,72322277,5,Strong industry connections,15/06/2023
1552,75554555,9,Comprehensive syllabus,19/06/2023
1553,67844137,4,Challenging assignments,21/07/2023
1554,68657431,8,Strong industry connections,25/05/2023
1555,69309857,7,Interesting case studies,25/06/2023
1556,49937755,3,Supportive instructors,16/07/2023
1557,44747804,4,Opportunities for research,26/05/2023
1558,27530441,6,Strong industry connections,16/06/2023
1559,60317904,6,Supportive instructors,04/07/2023
1560,72307458,4,,06/05/2023
1561,65006408,6,Good practical application,20/05/2023
1562,50290774,7,Promotes independent learning.,17/06/2023
1563,73923076,6,Engaging lectures,23/05/2023
1564,63196034,10,Well-structured modules,05/06/2023
1565,20304085,10,Promotes independent learning.,07/05/2023
1566,46730816,6,Stimulating discussions,30/07/2023
1567,49488802,6,Up-to-date content,19/04/2023
1568,29303586,8,Challenging assignments,05/06/2023
1569,25886472,9,Stimulating discussions,23/04/2023
1570,37464658,4,,21/07/2023
1571,65816345,10,Encourages critical thinking,16/08/2023
1572,45835289,1,,23/06/2023
1573,43824236,8,Strong industry connections,03/08/2023
1574,95793120,4,Well-structured modules,05/08/2023
1575,48220980,6,Challenging assignments,22/07/2023
1576,64080086,6,,20/04/2023
1577,26621291,5,,07/06/2023
1578,39643742,10,Clear learning objectives,28/07/2023
1579,45210174,7,Good practical application,05/08/2023
1580,98294954,4,Engaging lectures,14/06/2023
1581,58126763,7,Interesting case studies,08/07/2023
1582,48750250,8,,05/08/2023
1583,17074445,10,,12/08/2023
1584,64056140,5,Good practical application,21/05/2023
1585,44403890,10,Supportive instructors,11/08/2023
1586,54579216,6,Up-to-date content,03/06/2023
1587,56575444,9,,22/04/2023
1588,99628623,2,Up-to-date content,20/07/2023
1589,20754341,9,Strong industry connections,14/06/2023
1590,83638203,2,,14/05/2023
1591,71223238,6,,30/04/2023
1592,32722288,9,Timely feedback provided,03/05/2023
1593,30104328,5,Supportive instructors,22/07/2023
1594,33529746,9,,02/05/2023
1595,60080777,7,Encourages critical thinking,12/06/2023
1596,79883428,2,Up-to-date content,13/05/2023
1597,36252501,9,Clear learning objectives,16/08/2023
1598,29164278,9,Good practical application,11/08/2023
1599,94990139,4,Interesting case studies,20/07/2023
1600,73082437,8,Collaborative projects,01/08/2023
1601,34968451,9,,13/06/2023
1602,51571893,8,,18/06/2023
1603,47493675,9,Strong industry connections,12/08/2023
1604,47085219,7,,21/04/2023
1605,88136924,2,Promotes independent learning.,05/06/2023
1606,26397047,9,,20/07/2023
1607,53788099,5,,23/05/2023
1608,26212393,1,Relevant coursework,22/07/2023
1609,33596880,10,Opportunities for research,19/04/2023
1610,97044902,6,Promotes independent learning.,11/05/2023
1611,32523359,3,Good practical application,14/05/2023
1612,89630274,7,Relevant coursework,20/07/2023
1613,86785214,10,Collaborative projects,28/07/2023
1614,40712685,8,Up-to-date content,25/05/2023
1615,69088467,7,Opportunities for research,14/06/2023
1616,38430883,10,Engaging lectures,11/08/2023
1617,27297810,10,Encourages critical thinking,23/04/2023
1618,49475853,10,Collaborative projects,30/05/2023
1619,90300401,10,Clear learning objectives,27/04/2023
1620,32713170,6,Well-structured modules,20/06/2023
1621,37444193,7,,11/05/2023
1622,67392023,10,Career-focused learning,31/05/2023
1623,61549478,5,Promotes independent learning.,08/05/2023
1624,72563886,1,Well-structured modules,20/06/2023
1625,36924883,2,Good practical application,18/05/2023
1626,50332684,10,,26/06/2023
1627,91154916,5,Stimulating discussions,01/05/2023
1628,91399173,6,Excellent resources,14/08/2023
1629,63317611,5,Timely feedback provided,26/06/2023
1630,95459033,6,,10/06/2023
1631,16347688,3,,11/06/2023
1632,49373779,4,Strong industry connections,04/06/2023
1633,24350545,10,Diverse assessment methods,21/05/2023
1634,36732897,7,,29/07/2023
1635,94212954,7,,16/06/2023
1636,96399718,2,,26/05/2023
1637,92511531,1,Up-to-date content,18/07/2023
1638,63261492,6,Career-focused learning,24/07/2023
1639,59756496,6,Diverse assessment methods,14/05/2023
1640,18967868,1,Challenging assignments,04/06/2023
1641,38212948,2,Excellent resources,23/06/2023
1642,37496316,5,Well-structured modules,27/06/2023
1643,37475721,2,Strong industry connections,28/06/2023
1644,57623423,2,,30/07/2023
1645,47509145,3,Diverse assessment methods,07/05/2023
1646,29310828,8,Collaborative projects,10/06/2023
1647,41647155,2,Career-focused learning,17/06/2023
1648,80357686,3,,03/07/2023
1649,48952251,5,,28/06/2023
1650,70829972,10,Comprehensive syllabus,12/05/2023
1651,70187366,7,Stimulating discussions,25/04/2023
1652,72160042,5,Stimulating discussions,15/07/2023
1653,69086915,10,Relevant coursework,14/07/2023
1654,89006147,1,Clear learning objectives,30/06/2023
1655,71098683,5,Clear learning objectives,05/08/2023
1656,58351241,1,Strong industry connections,03/06/2023
1657,86600999,9,Clear learning objectives,16/06/2023
1658,47902717,6,Strong industry connections,28/07/2023
1659,86799604,5,Engaging lectures,10/07/2023
1660,60907682,7,Strong industry connections,27/06/2023
1661,75937232,3,Up-to-date content,01/08/2023
1662,59411231,5,Excellent resources,29/05/2023
1663,20725256,5,Excellent resources,01/06/2023
1664,80157141,2,,06/06/2023
1665,91369082,2,Stimulating discussions,11/06/2023
1666,48198454,1,Collaborative projects,24/07/2023
1667,83898378,5,Interesting case studies,01/05/2023
1668,52414422,8,Diverse assessment methods,11/06/2023
1669,98717525,2,,01/07/2023
1670,72142546,4,Clear learning objectives,29/04/2023
1671,13877740,2,Relevant coursework,05/06/2023
1672,93971469,3,,29/05/2023
1673,68473498,10,,14/06/2023
1674,15816296,10,Diverse assessment methods,18/04/2023
1675,41900745,6,Diverse assessment methods,27/04/2023
1676,70499724,1,Clear learning objectives,28/05/2023
1677,47657528,9,Collaborative projects,24/06/2023
1678,40342615,1,,19/04/2023
1679,32745626,6,Engaging lectures,30/06/2023
1680,20165363,5,Challenging assignments,27/05/2023
1681,41934664,7,Interesting case studies,31/05/2023
1682,52910482,9,Stimulating discussions,15/05/2023
1683,19484080,7,Strong industry connections,29/04/2023
1684,27614298,7,Good practical application,20/07/2023
1685,35067570,7,Career-focused learning,26/04/2023
1686,80195393,1,,17/07/2023
1687,16910439,2,Good practical application,17/05/2023
1688,31112245,6,,20/04/2023
1689,92721945,5,Relevant coursework,08/05/2023
1690,36077640,2,,11/08/2023
1691,56693432,5,Engaging lectures,22/06/2023
1692,87945381,9,,19/04/2023
1693,31865651,10,Opportunities for research,01/05/2023
1694,41664829,9,Engaging lectures,22/07/2023
1695,38055022,5,Timely feedback provided,07/07/2023
1696,46452484,8,Comprehensive syllabus,19/05/2023
1697,47025331,8,Timely feedback provided,05/08/2023
1698,35987224,4,Career-focused learning,21/06/2023
1699,38524115,3,Career-focused learning,21/06/2023
1700,65011587,10,Timely feedback provided,12/06/2023
1701,35965206,4,Career-focused learning,17/06/2023
1702,84686536,8,Interesting case studies,01/08/2023
1703,21360876,4,Opportunities for research,30/06/2023
1704,55005601,10,Engaging lectures,25/06/2023
1705,21169475,3,Relevant coursework,10/08/2023
1706,56214526,8,Up-to-date content,05/08/2023
1707,77772251,3,,03/06/2023
1708,12202032,7,Excellent resources,26/06/2023
1709,81340445,5,Interesting case studies,23/04/2023
1710,81868354,5,Up-to-date content,26/07/2023
1711,94566591,2,Diverse assessment methods,12/07/2023
1712,63891284,2,Diverse assessment methods,04/07/2023
1713,55727968,3,Up-to-date content,12/05/2023
1714,64484208,2,Comprehensive syllabus,18/04/2023
1715,33857365,3,,28/04/2023
1716,37904953,3,Supportive instructors,17/05/2023
1717,19751194,9,Comprehensive syllabus,08/05/2023
1718,58254027,10,Interesting case studies,21/04/2023
1719,74506996,4,Clear learning objectives,18/05/2023
1720,95751720,10,,06/06/2023
1721,59078205,4,Diverse assessment methods,19/06/2023
1722,59199256,10,Excellent resources,03/08/2023
1723,65295352,9,Relevant coursework,05/08/2023
1724,95521976,3,Relevant coursework,11/05/2023
1725,23956901,7,Encourages critical thinking,09/05/2023
1726,87331803,1,Comprehensive syllabus,24/04/2023
1727,17760006,5,Well-structured modules,02/08/2023
1728,48627652,3,Up-to-date content,26/06/2023
1729,99693122,3,Promotes independent learning.,21/06/2023
1730,79069652,6,,08/05/2023
1731,80036703,6,Clear learning objectives,21/06/2023
1732,70248666,4,Diverse assessment methods,27/06/2023
1733,94365399,4,,11/08/2023
1734,56419467,7,Encourages critical thinking,27/07/2023
1735,57219825,5,Interesting case studies,05/08/2023
1736,48809013,4,Good practical application,08/05/2023
1737,95618795,7,Promotes independent learning.,25/07/2023
1738,77315712,3,,24/06/2023
1739,32035675,10,,22/04/2023
1740,65922715,7,,17/05/2023
1741,15556481,2,Strong industry connections,10/08/2023
1742,46046428,5,Engaging lectures,27/05/2023
1743,84642296,5,Well-structured modules,23/07/2023
1744,83570025,9,Stimulating discussions,21/07/2023
1745,99863941,7,Promotes independent learning.,10/07/2023
1746,46396027,10,Up-to-date content,02/08/2023
1747,11339956,2,Encourages critical thinking,31/07/2023
1748,87655032,3,Strong industry connections,22/07/2023
1749,87985334,6,,11/08/2023
1750,38170465,6,Stimulating discussions,17/08/2023
1751,45046447,8,Clear learning objectives,16/07/2023
1752,52909197,3,,17/08/2023
1753,14125730,4,Encourages critical thinking,03/05/2023
1754,49619681,1,Collaborative projects,27/05/2023
1755,50471091,5,Interesting case studies,10/07/2023
1756,88204328,3,Engaging lectures,25/07/2023
1757,58534055,6,Relevant coursework,30/07/2023
1758,88459737,8,Challenging assignments,18/07/2023
1759,50586165,5,,02/08/2023
1760,84082975,7,Strong industry connections,10/05/2023
1761,76070685,4,Timely feedback provided,30/07/2023
1762,30311493,3,,01/07/2023
1763,16341447,4,Diverse assessment methods,03/08/2023
1764,78665098,3,,26/06/2023
1765,22185031,5,Engaging lectures,10/06/2023
1766,15649282,4,,21/04/2023
1767,81461779,8,,20/05/2023
1768,31381570,9,Supportive instructors,16/05/2023
1769,93469121,2,Strong industry connections,25/04/2023
1770,29991839,1,Comprehensive syllabus,13/05/2023
1771,26220569,1,Interesting case studies,19/07/2023
1772,89734945,10,Strong industry connections,17/05/2023
1773,92718748,7,Timely feedback provided,25/06/2023
1774,46628311,4,Well-structured modules,29/04/2023
1775,76877715,4,Diverse assessment methods,23/05/2023
1776,35766227,3,Excellent resources,13/07/2023
1777,67521998,5,Career-focused learning,04/06/2023
1778,68267996,10,,18/06/2023
1779,94600455,8,,24/05/2023
1780,66360774,5,Opportunities for research,02/08/2023
1781,26553245,6,Relevant coursework,02/07/2023
1782,88921876,5,Encourages critical thinking,01/06/2023
1783,90092848,10,,08/05/2023
1784,65978126,4,Promotes independent learning.,07/07/2023
1785,57481948,9,Timely feedback provided,25/04/2023
1786,23824054,1,Timely feedback provided,29/06/2023
1787,60041428,1,Challenging assignments,10/08/2023
1788,38762267,2,,30/07/2023
1789,69634383,9,Timely feedback provided,05/07/2023
1790,19406136,6,,15/05/2023
1791,58431685,6,Collaborative projects,17/05/2023
1792,66967943,5,Comprehensive syllabus,11/06/2023
1793,15399773,1,Promotes independent learning.,13/05/2023
1794,14924560,6,Encourages critical thinking,06/08/2023
1795,37399296,5,,06/05/2023
1796,88707400,8,Supportive instructors,27/06/2023
1797,17453237,1,Opportunities for research,27/05/2023
1798,52071360,1,Well-structured modules,25/07/2023
1799,90528527,2,Challenging assignments,26/05/2023
1800,61642612,10,Collaborative projects,15/05/2023
1801,93285131,7,Engaging lectures,02/05/2023
1802,24461475,10,Stimulating discussions,15/05/2023
1803,44179469,3,Relevant coursework,27/05/2023
1804,16923405,7,,03/05/2023
1805,21508228,2,Supportive instructors,16/05/2023
1806,80713681,10,Challenging assignments,08/05/2023
1807,64764889,7,Up-to-date content,23/07/2023
1808,71226089,9,,05/05/2023
1809,93575190,3,Good practical application,02/05/2023
1810,22449369,8,Challenging assignments,13/07/2023
1811,43142798,2,Collaborative projects,21/05/2023
1812,72996331,8,Interesting case studies,17/06/2023
1813,66695294,5,Good practical application,05/05/2023
1814,58232977,2,Good practical application,28/04/2023
1815,67504771,4,Up-to-date content,17/06/2023
1816,70404169,8,Collaborative projects,21/04/2023
1817,49764053,4,,16/08/2023
1818,52240723,7,,18/07/2023
1819,37333077,7,Stimulating discussions,28/05/2023
1820,66957219,1,Career-focused learning,03/06/2023
1821,40245701,4,Excellent resources,18/06/2023
1822,97484872,6,Supportive instructors,23/06/2023
1823,65048642,8,Supportive instructors,23/07/2023
1824,92794580,4,Excellent resources,09/06/2023
1825,69178223,7,Interesting case studies,10/05/2023
1826,54959404,1,,21/06/2023
1827,56541188,10,Good practical application,02/06/2023
1828,16245796,3,Good practical application,27/06/2023
1829,75456323,3,,14/07/2023
1830,52928671,6,Encourages critical thinking,09/05/2023
1831,36539243,10,Relevant coursework,05/07/2023
1832,61204006,6,Clear learning objectives,01/06/2023
1833,52225309,6,Collaborative projects,05/05/2023
1834,55078453,5,,06/08/2023
1835,42817129,4,,23/04/2023
1836,83305280,3,Relevant coursework,27/06/2023
1837,77403578,3,,02/07/2023
1838,56043595,8,Timely feedback provided,10/05/2023
1839,73794972,9,Supportive instructors,04/05/2023
1840,75614172,10,Diverse assessment methods,29/07/2023
1841,77991949,7,Stimulating discussions,04/08/2023
1842,97664331,1,Stimulating discussions,18/04/2023
1843,64338398,4,Engaging lectures,07/07/2023
1844,93984543,4,Opportunities for research,29/07/2023
1845,72800479,3,Timely feedback provided,12/08/2023
1846,13065156,10,,01/06/2023
1847,38354550,6,Engaging lectures,09/05/2023
1848,21974881,2,Up-to-date content,27/05/2023
1849,55853278,4,Up-to-date content,10/07/2023
1850,58042213,2,Good practical application,08/05/2023
1851,95624172,7,Diverse assessment methods,14/05/2023
1852,83598396,2,Collaborative projects,22/05/2023
1853,52797983,9,Challenging assignments,13/05/2023
1854,57219908,6,Relevant coursework,17/05/2023
1855,83989271,4,Collaborative projects,10/08/2023
1856,21840884,7,Interesting case studies,25/05/2023
1857,83683466,8,,03/05/2023
1858,51120214,4,Good practical application,16/05/2023
1859,42399121,5,Excellent resources,22/07/2023
1860,54812472,2,Opportunities for research,11/07/2023
1861,55121907,4,,22/07/2023
1862,99068931,6,Strong industry connections,14/05/2023
1863,35149547,3,Comprehensive syllabus,20/04/2023
1864,62991032,4,Comprehensive syllabus,26/05/2023
1865,37830992,10,,26/04/2023
1866,85024505,7,Diverse assessment methods,09/05/2023
1867,59966688,5,Encourages critical thinking,27/06/2023
1868,66904299,10,Timely feedback provided,18/04/2023
1869,16882169,8,Encourages critical thinking,05/07/2023
1870,13933089,6,,25/06/2023
1871,63628593,8,Good practical application,20/06/2023
1872,83146384,10,Diverse assessment methods,30/05/2023
1873,86231362,4,,19/04/2023
1874,63700548,5,Diverse assessment methods,19/05/2023
1875,43213300,2,Diverse assessment methods,24/05/2023
1876,44381315,6,,30/04/2023
1877,92381268,9,Clear learning objectives,30/07/2023
1878,46396545,5,Interesting case studies,29/07/2023
